Transaction_ID,User_ID,Date,Category,Type,Amount,Payment_Method,Merchant,City,Description,Budget,Balance
141,1065.0,2024-11-18,Shopping,Expense,31583.0,Wallet,Uber,Surat,Transaction,48259.0,31039.0
142,1059.0,2024-03-31,Rent,Income,37001.0,Net Banking,Zomato,Bhavnagar,Transaction,27555.0,179507.0
143,1396.0,2025-08-04,Food,Expense,27773.0,Credit Card,Local Shop,Surat,Transaction,47944.0,1110.0
144,1440.0,2024-03-27,Healthcare,Income,18461.0,Credit Card,Local Shop,Bhavnagar,Transaction,94219.0,164011.0
145,1071.0,2025-01-23,Travel,Income,8072.0,Credit Card,Swiggy,Bhavnagar,Transaction,48232.0,90970.0
146,1052.0,2024-02-12,Bills,Expense,5170.0,Credit Card,Zomato,Vadodara,Transaction,17035.0,190035.0
147,1071.0,2025-06-26,Education,Income,23808.0,Credit Card,Zomato,Ahmedabad,Transaction,9085.0,20530.0
148,1454.0,2025-11-26,Healthcare,Expense,18032.0,Cash,Electricity,Surat,Transaction,6043.0,135066.0
149,1295.0,2025-09-12,Others,Expense,26652.0,Wallet,Cinema,Rajkot,Transaction,16937.0,177996.0
150,1459.0,2025-07-31,Rent,Expense,35211.0,Wallet,Uber,Bhavnagar,Transaction,56612.0,78930.0
151,1089.0,2024-05-16,Rent,Income,39427.0,UPI,Pharmacy,Vadodara,Transaction,71653.0,28801.0
152,1483.0,2025-07-13,Grocery,Income,16511.0,Credit Card,College,Surat,Transaction,75625.0,71023.0
153,1335.0,2025-02-16,Grocery,Income,48918.0,Credit Card,Cinema,Bhavnagar,Transaction,53952.0,18107.0
154,1349.0,2026-05-14,Shopping,Income,40669.0,UPI,DMart,Bhavnagar,Transaction,45386.0,116781.0
155,1454.0,2024-05-25,Bills,Income,31824.0,UPI,Swiggy,Rajkot,Transaction,48970.0,95706.0
156,1074.0,2026-05-03,Bills,Expense,26684.0,Credit Card,Local Shop,Ahmedabad,Transaction,20448.0,157549.0
157,1382.0,2025-07-04,Grocery,Income,42235.0,Cash,College,Ahmedabad,Transaction,22377.0,99485.0
158,1141.0,2026-03-08,Healthcare,Expense,39327.0,Debit Card,Pharmacy,Bhavnagar,Transaction,94030.0,
159,1330.0,2025-04-18,Food,Income,6600.0,Cash,DMart,Bhavnagar,Transaction,66703.0,
160,1465.0,2024-05-22,Healthcare,Expense,36212.0,Debit Card,Zomato,Bhavnagar,Transaction,40507.0,148956.0
161,1059.0,2024-09-02,Food,Income,36954.0,Wallet,Electricity,Rajkot,Transaction,51886.0,41591.0
162,1459.0,2026-06-19,Food,Expense,16712.0,Net Banking,Pharmacy,Rajkot,Transaction,91187.0,164042.0
163,1408.0,2025-01-20,Rent,Expense,19363.0,Wallet,Local Shop,Bhavnagar,Transaction,49726.0,115610.0
164,1456.0,2024-05-27,Grocery,Income,22480.0,UPI,Cinema,Rajkot,Transaction,93216.0,29753.0
165,1459.0,2024-12-15,Rent,Income,38293.0,Debit Card,Swiggy,Rajkot,Transaction,7839.0,125896.0
166,1499.0,2026-01-03,Healthcare,Income,6633.0,Wallet,Zomato,Rajkot,Transaction,37552.0,87978.0
167,1395.0,2026-01-30,Rent,Expense,24318.0,Debit Card,College,Rajkot,Transaction,69569.0,170768.0
168,1429.0,2025-07-09,Shopping,Income,37549.0,UPI,Amazon,Rajkot,Transaction,68999.0,69850.0
169,1481.0,2025-02-28,Shopping,Income,1818.0,Debit Card,Pharmacy,Bhavnagar,Transaction,90511.0,19552.0
170,,2026-03-28,Travel,Expense,10291.0,Credit Card,Amazon,Rajkot,Transaction,25222.0,137521.0
171,1002.0,2025-02-10,Grocery,Income,35340.0,UPI,Pharmacy,Surat,Transaction,96161.0,102443.0
172,1038.0,2025-11-09,Grocery,Income,22544.0,Net Banking,Swiggy,Surat,Transaction,91822.0,62691.0
173,1120.0,2025-01-19,Food,Income,33727.0,Net Banking,Zomato,Bhavnagar,Transaction,33424.0,112046.0
174,1060.0,2025-12-08,Others,Income,16347.0,Wallet,Amazon,Rajkot,Transaction,57188.0,121883.0
175,1500.0,2024-04-01,Grocery,Income,42137.0,UPI,Amazon,Ahmedabad,Transaction,67773.0,11791.0
176,1212.0,2026-05-29,Shopping,Expense,30667.0,Net Banking,Swiggy,Bhavnagar,Transaction,41447.0,189513.0
177,1256.0,2025-12-25,Education,Expense,35141.0,Net Banking,Swiggy,Rajkot,Transaction,88427.0,117620.0
178,1184.0,2025-12-16,Shopping,Expense,13254.0,Credit Card,Local Shop,Vadodara,Transaction,69932.0,72988.0
179,1374.0,2026-05-15,Healthcare,Income,47348.0,Credit Card,Swiggy,Vadodara,Transaction,86532.0,21931.0
180,1289.0,2024-09-18,Entertainment,Expense,22995.0,Cash,Swiggy,Surat,Transaction,55366.0,73173.0
181,1275.0,2024-09-15,Others,Income,12978.0,UPI,Cinema,Rajkot,Transaction,14235.0,151872.0
182,1235.0,2026-01-03,Education,Income,37954.0,Wallet,Zomato,Ahmedabad,Transaction,23244.0,145205.0
183,1015.0,2025-10-02,Education,Income,10132.0,Debit Card,Pharmacy,Surat,Transaction,92463.0,15079.0
184,1037.0,2025-08-28,Rent,Income,44185.0,Debit Card,Swiggy,Vadodara,Transaction,75582.0,143222.0
185,1152.0,2024-07-26,Shopping,Expense,23487.0,Credit Card,College,Bhavnagar,Transaction,28370.0,59008.0
186,1361.0,2024-10-25,Entertainment,Income,33804.0,Cash,Uber,Bhavnagar,Transaction,44182.0,54744.0
187,1227.0,2025-08-29,Bills,Income,,Net Banking,Amazon,Ahmedabad,Transaction,53841.0,
188,1420.0,2026-04-28,Travel,Expense,10579.0,Cash,Pharmacy,Bhavnagar,Transaction,22349.0,164938.0
189,1062.0,2024-09-08,Rent,Income,33145.0,Debit Card,Cinema,Surat,Transaction,71548.0,104024.0
190,1061.0,2026-04-13,Rent,Expense,47618.0,Net Banking,Pharmacy,Rajkot,Transaction,5476.0,188143.0
191,1085.0,2025-07-12,Grocery,Income,17641.0,Net Banking,Zomato,Rajkot,Transaction,9942.0,167361.0
192,1050.0,2024-10-07,Shopping,Expense,26219.0,UPI,Cinema,Ahmedabad,Transaction,40648.0,129492.0
193,1421.0,2025-04-09,Grocery,Income,,Credit Card,Zomato,Ahmedabad,Transaction,33093.0,103269.0
194,1489.0,2024-03-19,Shopping,Income,27799.0,Net Banking,Cinema,Surat,Transaction,62904.0,49490.0
195,1119.0,2026-05-17,Healthcare,Expense,34298.0,Wallet,Local Shop,Ahmedabad,Transaction,52257.0,
196,1090.0,2024-12-15,Shopping,Income,30145.0,Credit Card,College,Ahmedabad,Transaction,10793.0,160067.0
197,1204.0,2025-08-20,Grocery,Income,37156.0,Net Banking,Uber,Rajkot,Transaction,56943.0,24113.0
198,1485.0,2024-10-01,Entertainment,Expense,30943.0,Cash,Pharmacy,Vadodara,Transaction,11433.0,144753.0
199,1284.0,2025-08-25,Bills,Expense,,Cash,Local Shop,Vadodara,Transaction,83135.0,154489.0
200,1297.0,2025-03-01,Travel,Expense,34167.0,Cash,Local Shop,Bhavnagar,Transaction,8097.0,150902.0
201,,2024-01-15,Grocery,Income,21860.0,Cash,Electricity,Bhavnagar,Transaction,49131.0,96559.0
202,1228.0,2024-03-16,Healthcare,Expense,41673.0,Net Banking,Cinema,Ahmedabad,Transaction,15978.0,141449.0
203,1458.0,2024-06-13,Others,Expense,23748.0,UPI,Local Shop,Ahmedabad,Transaction,33041.0,38310.0
204,1174.0,2025-02-17,Bills,Expense,33434.0,Net Banking,Electricity,Ahmedabad,Transaction,60162.0,94380.0
205,1386.0,2025-12-29,Education,Income,41435.0,Net Banking,Uber,Bhavnagar,Transaction,37328.0,69602.0
206,1463.0,2026-03-15,Bills,Income,5009.0,Debit Card,DMart,Surat,Transaction,97878.0,44666.0
207,1141.0,2024-10-16,Entertainment,Expense,15491.0,Cash,Cinema,Vadodara,Transaction,32601.0,25906.0
208,1161.0,2026-03-17,Healthcare,Income,35729.0,Credit Card,Cinema,Surat,Transaction,14846.0,144366.0
209,1161.0,2024-02-06,Education,Expense,23951.0,Wallet,Swiggy,Bhavnagar,Transaction,9887.0,7526.0
210,1058.0,2024-02-11,Others,Expense,12182.0,UPI,Local Shop,Bhavnagar,Transaction,,61037.0
211,1184.0,2024-05-05,Entertainment,Expense,30137.0,Credit Card,Local Shop,Vadodara,Transaction,30729.0,14494.0
212,1084.0,2024-08-13,Bills,Income,1014.0,Net Banking,Amazon,Ahmedabad,Transaction,69060.0,8457.0
213,1484.0,2024-08-23,Grocery,Income,34460.0,UPI,Zomato,Rajkot,Transaction,27716.0,9202.0
214,1166.0,2024-10-22,Education,Income,32244.0,Wallet,DMart,Surat,Transaction,71308.0,97354.0
215,1152.0,2025-08-31,Others,Income,12389.0,Debit Card,Local Shop,Rajkot,Transaction,94704.0,163330.0
216,1337.0,2025-01-07,Others,Income,32038.0,Wallet,Local Shop,Rajkot,Transaction,7707.0,27464.0
217,1215.0,2026-04-27,Rent,Expense,22309.0,Wallet,Cinema,Rajkot,Transaction,14707.0,169588.0
218,1294.0,2026-05-12,Entertainment,Expense,39419.0,Net Banking,College,Surat,Transaction,94193.0,193562.0
219,1288.0,2026-05-02,Education,Expense,,Net Banking,Cinema,Vadodara,Transaction,73740.0,79042.0
220,,2024-09-18,Entertainment,Expense,1061.0,Debit Card,Electricity,Surat,Transaction,84246.0,198540.0
221,1473.0,2025-06-04,Healthcare,Expense,13806.0,Wallet,Swiggy,Rajkot,Transaction,96685.0,
222,1182.0,2026-06-02,Food,Expense,3655.0,Credit Card,Cinema,Ahmedabad,Transaction,89141.0,29156.0
223,1158.0,2024-11-09,Others,Expense,1080.0,Cash,Zomato,Ahmedabad,Transaction,47529.0,88646.0
224,1065.0,2024-12-02,Bills,Income,44106.0,Debit Card,Local Shop,Vadodara,Transaction,89598.0,17372.0
225,1093.0,2024-08-26,Grocery,Income,42308.0,Wallet,Local Shop,Vadodara,Transaction,96822.0,
226,1498.0,2024-11-05,Entertainment,Expense,24873.0,Cash,Zomato,Rajkot,Transaction,60107.0,137993.0
227,1114.0,2024-08-25,Rent,Income,40570.0,Wallet,Pharmacy,Rajkot,Transaction,36556.0,165085.0
228,1368.0,2024-08-03,Healthcare,Income,47291.0,Cash,Uber,Rajkot,Transaction,44223.0,
229,1189.0,2025-05-24,Education,Income,44353.0,Net Banking,Electricity,Bhavnagar,Transaction,24187.0,8175.0
230,1330.0,2025-05-16,Bills,Expense,39668.0,Net Banking,Uber,Rajkot,Transaction,19616.0,152990.0
231,1251.0,2024-01-12,Travel,Expense,49399.0,Net Banking,Zomato,Bhavnagar,Transaction,16328.0,167432.0
232,1027.0,2026-02-04,Travel,Expense,28724.0,Net Banking,Cinema,Bhavnagar,Transaction,53855.0,60439.0
233,1500.0,2025-06-07,Travel,Income,8601.0,UPI,Amazon,Ahmedabad,Transaction,43280.0,12668.0
234,1017.0,2025-03-09,Grocery,Income,4436.0,Credit Card,Electricity,Ahmedabad,Transaction,12210.0,2349.0
235,1102.0,2025-09-18,Bills,Income,36736.0,Credit Card,Local Shop,Bhavnagar,Transaction,32703.0,122934.0
236,1200.0,2025-06-18,Food,Expense,15403.0,UPI,Cinema,Rajkot,Transaction,28943.0,55246.0
237,1008.0,2024-02-06,Others,Expense,21509.0,UPI,Cinema,Ahmedabad,Transaction,58314.0,
238,1155.0,2026-02-18,Travel,Income,14411.0,Cash,Electricity,Surat,Transaction,34477.0,46276.0
239,1382.0,2024-03-05,Bills,Expense,9934.0,Credit Card,Amazon,Bhavnagar,Transaction,35269.0,11300.0
240,1094.0,2024-04-01,Travel,Expense,13222.0,Cash,Zomato,Ahmedabad,Transaction,34859.0,174264.0
