Trade_ID,Date,Company,Open,High,Low,Close,Volume,Market_Cap_Cr,PE_Ratio
76,2024-03-16,Wipro,2489.54,2513.31,2398.42,2459.32,251501.0,298854.0,47.0
77,2024-03-17,Infosys,2897.5,2940.51,2879.05,2898.8,435206.0,456177.0,21.0
78,2024-03-18,Reliance,2243.19,2309.9,2129.33,2237.61,811598.0,53040.0,44.0
79,2024-03-19,Reliance,2936.22,2985.97,2891.39,2904.29,337004.0,176807.0,30.0
80,2024-03-20,HCL,2699.74,2764.62,2598.17,2677.05,927614.0,383181.0,31.0
81,2024-03-21,HDFC,970.62,981.36,879.06,969.97,168615.0,32207.0,53.0
82,2024-03-22,HDFC,1039.01,1141.03,902.22,1015.81,537230.0,302948.0,13.0
83,2024-03-23,SBI,1217.71,1236.59,1215.82,1225.71,207337.0,258234.0,55.0
84,2024-03-24,HCL,1210.55,1336.88,1075.34,1217.18,169608.0,58323.0,33.0
85,2024-03-25,Infosys,2765.37,2817.05,2637.79,2688.19,768043.0,164124.0,50.0
86,2024-03-26,ICICI,1213.74,1330.21,1145.04,1198.66,491174.0,241326.0,50.0
87,2024-03-27,HCL,428.55,562.68,299.27,352.64,512033.0,66518.0,47.0
88,2024-03-28,HDFC,805.11,833.71,700.69,736.5,329714.0,241463.0,56.0
89,2024-03-29,ICICI,339.93,381.21,210.06,337.11,524744.0,254653.0,51.0
90,2024-03-30,ICICI,1630.23,1711.32,1542.72,1584.31,369382.0,255637.0,22.0
91,2024-03-31,Reliance,1619.95,1751.5,1602.06,1628.39,998472.0,100477.0,44.0
92,2024-04-01,Reliance,2351.37,2369.92,2273.94,2287.46,52434.0,181957.0,
93,2024-04-02,SBI,1133.09,1159.14,1011.19,1100.3,991881.0,90994.0,12.0
94,2024-04-03,Adani,1680.6,1783.73,1593.73,1712.29,461359.0,74244.0,29.0
95,2024-04-04,Wipro,2852.13,2948.33,2708.35,2848.21,494181.0,206046.0,55.0
96,2024-04-05,SBI,2759.12,2850.73,2695.78,2702.22,45600.0,51652.0,53.0
97,2024-04-06,TCS,299.68,360.26,284.05,333.99,709077.0,110901.0,23.0
98,2024-04-07,HDFC,1198.68,1241.77,1191.32,1226.12,19248.0,450847.0,13.0
99,2024-04-08,HCL,495.97,506.41,394.16,437.7,367433.0,113459.0,6.0
100,2024-04-09,TCS,251.28,299.01,134.9,167.41,862595.0,298611.0,42.0
101,2024-04-10,ICICI,1310.02,1418.8,1289.45,1341.3,892953.0,102200.0,49.0
102,2024-04-11,HDFC,288.62,348.8,221.62,223.2,362620.0,99704.0,27.0
103,2024-04-12,Reliance,2453.87,2535.35,2429.65,2454.68,89276.0,205095.0,51.0
104,2024-04-13,Adani,812.08,935.99,681.96,863.14,428891.0,271822.0,17.0
105,2024-04-14,HDFC,1312.8,1346.99,1200.1,1290.04,640203.0,256650.0,13.0
106,2024-04-15,HCL,368.9,517.44,275.64,339.94,163000.0,394186.0,17.0
107,2024-04-16,SBI,2654.77,2785.8,2523.83,2608.14,290320.0,496919.0,38.0
108,2024-04-17,TCS,2712.94,2742.91,2608.5,2663.64,788024.0,99879.0,60.0
109,2024-04-18,Reliance,2063.21,2126.44,1932.21,2058.06,160871.0,217819.0,55.0
110,2024-04-19,Wipro,617.03,711.67,579.15,606.62,555342.0,81157.0,59.0
111,2024-04-20,Wipro,1567.96,1666.25,1486.83,1548.62,195763.0,416122.0,37.0
112,2024-04-21,TCS,429.27,442.4,388.86,396.58,,51486.0,19.0
113,2024-04-22,Tata Motors,1582.16,1639.43,1568.72,1635.38,963448.0,74512.0,43.0
114,2024-04-23,TCS,714.72,742.79,680.93,717.22,595508.0,201554.0,30.0
115,2024-04-24,HDFC,1532.44,1674.31,1409.61,1464.28,662943.0,446575.0,18.0
116,2024-04-25,Adani,1752.17,1803.81,1705.4,1800.73,972511.0,39142.0,57.0
117,2024-04-26,SBI,2986.64,3040.27,2972.29,2997.25,490561.0,61686.0,7.0
118,2024-04-27,Infosys,173.68,242.8,50.0,226.24,502637.0,81636.0,6.0
119,2024-04-28,Reliance,781.23,913.06,667.56,755.17,975030.0,317764.0,6.0
120,2024-04-29,Infosys,2196.93,2343.67,2183.44,2254.85,939788.0,351760.0,28.0
121,2024-04-30,HCL,2871.23,2873.83,2818.02,2845.68,813902.0,141743.0,11.0
122,2024-05-01,ICICI,294.5,414.31,260.83,284.58,23737.0,112084.0,13.0
123,2024-05-02,ICICI,984.16,1131.16,975.9,1056.44,598780.0,359207.0,10.0
124,2024-05-03,TCS,1030.87,1063.99,1005.4,1037.03,202467.0,469652.0,21.0
125,2024-05-04,Infosys,406.14,508.69,319.39,409.32,124212.0,18729.0,48.0
126,2024-05-05,Reliance,2209.42,2302.17,2069.77,2086.33,874007.0,109986.0,54.0
127,2024-05-06,HDFC,1748.21,1750.98,1627.52,1666.2,554606.0,186289.0,37.0
128,2024-05-07,HDFC,2566.36,2655.73,2460.12,2485.4,854761.0,461588.0,24.0
129,2024-05-08,Reliance,2449.93,2491.57,2334.17,2481.31,107370.0,283077.0,11.0
130,2024-05-09,Tata Motors,1558.93,1639.19,1465.17,1571.32,522653.0,186583.0,12.0
131,2024-05-10,Reliance,375.28,497.61,327.64,332.83,479208.0,130365.0,57.0
132,2024-05-11,HDFC,1044.6,1186.62,1012.83,1102.94,882948.0,214575.0,44.0
133,2024-05-12,SBI,1371.57,1446.61,1298.31,1381.57,556967.0,376416.0,41.0
134,2024-05-13,Infosys,2190.79,2325.36,2136.59,2174.76,12612.0,239557.0,14.0
135,2024-05-14,TCS,708.84,842.33,647.19,835.37,953484.0,346355.0,12.0
136,2024-05-15,TCS,1553.82,1565.99,1498.96,1558.18,460275.0,141403.0,21.0
137,2024-05-16,HDFC,2454.76,2556.22,2387.54,2496.48,437189.0,498969.0,49.0
138,2024-05-17,HDFC,2935.34,3045.36,2908.26,2953.59,436212.0,102255.0,14.0
139,2024-05-18,SBI,1920.66,1921.76,1891.9,1895.44,444549.0,44636.0,29.0
140,2024-05-19,HDFC,2866.32,2990.62,2831.63,2938.53,42122.0,215030.0,38.0
141,2024-05-20,TCS,698.72,825.6,674.5,757.88,672436.0,77619.0,8.0
142,2024-05-21,TCS,2245.71,2324.73,2112.82,2118.95,83000.0,403341.0,52.0
143,2024-05-22,ICICI,1889.03,1998.2,1810.63,1893.3,287599.0,311906.0,18.0
144,2024-05-23,SBI,2400.03,2444.59,2273.21,2329.12,567224.0,477460.0,8.0
145,2024-05-24,TCS,2434.29,2467.38,2376.06,2376.15,16778.0,266790.0,54.0
146,2024-05-25,SBI,116.15,151.96,50.0,140.25,719702.0,267337.0,8.0
147,2024-05-26,HCL,1658.1,1779.28,1642.21,1746.32,502814.0,43339.0,11.0
148,2024-05-27,ICICI,1564.19,1615.83,1491.67,1536.33,542741.0,449048.0,37.0
149,2024-05-28,SBI,1667.39,1750.58,1580.93,1700.42,534380.0,304178.0,46.0
150,2024-05-29,Wipro,2107.81,2190.37,2102.12,2144.42,697636.0,205856.0,40.0
151,2024-05-30,HCL,1862.32,1896.57,1749.91,1814.53,843393.0,342364.0,5.0
152,2024-05-31,Infosys,1210.6,1318.46,1114.32,1167.96,773202.0,60278.0,26.0
153,2024-06-01,Tata Motors,1059.25,1073.59,969.26,1021.07,216937.0,368182.0,34.0
154,2024-06-02,ICICI,2582.18,2620.65,2539.14,2611.99,260862.0,174345.0,
155,2024-06-03,Tata Motors,1994.46,2094.15,1846.82,2083.7,651781.0,357767.0,14.0
156,2024-06-04,Infosys,832.08,869.23,780.52,845.69,946174.0,308441.0,20.0
157,2024-06-05,HDFC,2933.09,3049.93,2917.87,2943.18,405464.0,128109.0,23.0
158,2024-06-06,Infosys,2946.02,3018.42,2837.93,3015.35,112523.0,98262.0,9.0
159,2024-06-07,Reliance,1320.11,1380.39,1251.31,1302.14,815082.0,325462.0,46.0
160,2024-06-08,Infosys,2533.68,2683.28,2384.78,2443.72,385235.0,370015.0,50.0
161,2024-06-09,HCL,1277.83,1300.24,1227.41,1287.53,400643.0,183442.0,14.0
162,2024-06-10,HDFC,1077.47,1227.1,935.38,1075.46,217057.0,298436.0,40.0
163,2024-06-11,SBI,1144.79,1190.22,1143.85,1149.18,929985.0,489157.0,23.0
164,2024-06-12,Tata Motors,2388.97,2451.9,2243.82,2407.65,43856.0,97915.0,17.0
165,2024-06-13,Wipro,2207.35,2321.92,2137.48,2200.99,411050.0,435513.0,34.0
166,2024-06-14,HCL,1168.87,1178.16,1055.55,1069.73,140259.0,249478.0,23.0
167,2024-06-15,Adani,1215.58,1336.36,1096.37,1241.5,883242.0,83030.0,31.0
168,2024-06-16,HDFC,1122.63,1153.55,1107.86,1131.58,373249.0,440844.0,56.0
169,2024-06-17,SBI,2866.68,2952.4,2806.11,2906.79,900757.0,350024.0,41.0
170,2024-06-18,Reliance,2123.8,2134.92,2099.99,2121.94,538929.0,388366.0,55.0
171,2024-06-19,Tata Motors,1053.63,1145.8,1003.37,1090.24,71581.0,440497.0,46.0
172,2024-06-20,Reliance,713.07,803.55,670.82,715.33,229350.0,237210.0,55.0
173,2024-06-21,Wipro,2925.32,2996.62,2921.14,2949.62,231156.0,394575.0,51.0
174,2024-06-22,Tata Motors,1149.98,1184.46,1103.65,1128.54,473556.0,256756.0,32.0
175,2024-06-23,Tata Motors,2067.25,2200.75,2053.13,2187.77,229271.0,116382.0,8.0
176,2024-06-24,HCL,2270.83,2357.37,2245.13,2258.33,858307.0,420860.0,60.0
177,2024-06-25,Wipro,2300.69,2428.82,2285.76,2407.78,446588.0,423577.0,50.0
178,2024-06-26,Reliance,2348.67,2475.89,2289.93,2444.42,610582.0,381694.0,28.0
179,2024-06-27,Infosys,1478.04,1490.39,1353.11,1422.26,185439.0,89301.0,47.0
180,2024-06-28,SBI,2654.78,2700.61,2620.09,2645.99,557980.0,448682.0,7.0
181,2024-06-29,SBI,2802.72,2901.37,2760.26,2836.62,539070.0,479853.0,60.0
182,2024-06-30,HDFC,1344.16,1436.72,1334.46,1383.99,457267.0,127178.0,
183,2024-07-01,Infosys,472.71,493.69,358.01,444.43,893189.0,377785.0,5.0
184,2024-07-02,HCL,1425.28,1483.0,1280.67,1422.75,656223.0,127325.0,11.0
185,2024-07-03,Adani,1145.73,1291.69,1048.9,1163.87,533417.0,475361.0,56.0
186,2024-07-04,SBI,1649.31,1740.13,1561.35,1564.11,183822.0,336741.0,45.0
187,2024-07-05,ICICI,1096.37,1234.19,1072.42,1144.92,89506.0,144877.0,27.0
188,2024-07-06,TCS,717.1,834.77,587.21,753.46,616463.0,354876.0,22.0
189,2024-07-07,Tata Motors,365.95,437.68,291.67,316.38,716039.0,283794.0,19.0
190,2024-07-08,TCS,2333.17,2396.6,2254.86,2262.23,489502.0,37169.0,31.0
191,2024-07-09,ICICI,989.91,1021.52,901.43,986.92,676565.0,273167.0,24.0
192,2024-07-10,HDFC,1158.41,1194.09,1020.68,1043.71,263437.0,492751.0,19.0
193,2024-07-11,Tata Motors,906.26,1011.31,835.11,998.72,612766.0,443187.0,20.0
194,2024-07-12,Infosys,1407.45,1410.42,1313.26,1313.44,292220.0,255991.0,7.0
195,2024-07-13,Adani,2572.13,2635.36,2504.15,2575.77,980377.0,286282.0,57.0
196,2024-07-14,SBI,2989.34,3101.47,2981.5,3037.22,428279.0,143613.0,26.0
197,2024-07-15,TCS,2840.63,2886.37,2763.68,2825.11,788060.0,431918.0,19.0
198,2024-07-16,Reliance,249.69,307.22,196.39,231.75,951588.0,112559.0,11.0
199,2024-07-17,Reliance,620.04,669.92,614.11,632.03,470829.0,475290.0,15.0
200,2024-07-18,SBI,2093.51,2124.67,2002.95,2057.08,511491.0,310678.0,40.0
201,2024-07-19,Wipro,599.88,615.28,452.33,478.38,372060.0,373580.0,22.0
202,2024-07-20,ICICI,535.19,656.22,399.41,586.53,81424.0,118314.0,55.0
203,2024-07-21,Wipro,1784.23,1890.91,1651.76,1774.48,945744.0,480336.0,50.0
204,2024-07-22,Tata Motors,100.7,197.06,93.13,154.87,878272.0,462859.0,25.0
205,2024-07-23,HDFC,2967.74,2969.1,2839.29,2877.67,708005.0,267201.0,57.0
206,2024-07-24,Wipro,2748.81,2763.31,2736.13,2746.78,955980.0,56408.0,12.0
207,2024-07-25,HDFC,2897.02,2945.8,2846.1,2942.24,346122.0,356963.0,52.0
208,2024-07-26,HDFC,1463.89,1559.03,1389.8,1474.75,735152.0,451149.0,38.0
209,2024-07-27,SBI,794.12,912.87,765.21,839.02,848390.0,230233.0,48.0
210,2024-07-28,Infosys,2205.91,2220.68,2119.72,2205.03,416708.0,473286.0,60.0
211,2024-07-29,Tata Motors,2698.42,2711.31,2589.42,2639.57,205265.0,259394.0,
212,2024-07-30,Infosys,2400.3,2413.33,2380.72,2403.78,409248.0,427504.0,48.0
213,2024-07-31,SBI,833.32,843.14,807.84,829.96,987213.0,37076.0,57.0
214,2024-08-01,TCS,475.02,548.84,353.24,361.29,910302.0,341010.0,23.0
215,2024-08-02,Wipro,989.87,1008.26,850.03,866.57,150581.0,396724.0,60.0
216,2024-08-03,SBI,1066.19,1206.38,991.8,1122.6,911261.0,311515.0,39.0
217,2024-08-04,HCL,1370.25,1470.52,1336.2,1362.79,769901.0,72760.0,38.0
218,2024-08-05,Infosys,2946.9,2995.28,2889.09,2924.81,295116.0,492449.0,39.0
219,2024-08-06,HDFC,2052.88,2162.66,2049.79,2156.12,254936.0,413083.0,
220,2024-08-07,Tata Motors,2045.95,2189.0,1991.49,2118.32,634156.0,47358.0,8.0
221,2024-08-08,Wipro,1731.44,1797.9,1633.34,1698.51,511119.0,107297.0,11.0
222,2024-08-09,SBI,525.75,545.97,469.17,473.3,,216570.0,31.0
223,2024-08-10,ICICI,1346.67,1367.7,1229.05,1319.03,171100.0,320162.0,31.0
224,2024-08-11,ICICI,558.98,662.92,512.53,552.02,423032.0,81763.0,8.0
225,2024-08-12,HDFC,2587.17,2733.4,2480.95,2673.16,111550.0,113888.0,34.0
226,2024-08-13,HDFC,832.41,925.8,711.33,795.45,267242.0,123363.0,29.0
227,2024-08-14,HCL,725.81,740.18,601.15,739.28,63847.0,146210.0,52.0
228,2024-08-15,Reliance,1576.69,1699.27,1546.32,1572.24,894518.0,430981.0,38.0
229,2024-08-16,Infosys,2472.34,2556.69,2467.72,2481.61,854488.0,198701.0,60.0
230,2024-08-17,SBI,2380.99,2404.56,2247.25,2347.89,313069.0,317605.0,45.0
231,2024-08-18,ICICI,1973.41,2099.96,1900.69,1960.73,265444.0,166753.0,27.0
232,2024-08-19,SBI,721.07,775.06,619.28,634.3,181597.0,133411.0,28.0
233,2024-08-20,Reliance,1423.55,1471.19,1421.77,1436.64,564586.0,459250.0,25.0
234,2024-08-21,ICICI,240.51,318.8,144.24,219.65,645510.0,239420.0,31.0
235,2024-08-22,Reliance,1787.94,1933.73,1745.28,1800.69,355213.0,299524.0,42.0
236,2024-08-23,ICICI,905.18,981.26,833.28,849.13,921304.0,219700.0,21.0
237,2024-08-24,Reliance,1206.22,1327.49,1204.89,1232.84,629082.0,177759.0,47.0
238,2024-08-25,Tata Motors,968.32,1084.92,825.73,1026.73,983362.0,464163.0,5.0
239,2024-08-26,Infosys,1778.75,1883.78,1694.04,1764.13,455329.0,220055.0,51.0
240,2024-08-27,HCL,1393.54,1509.94,1390.21,1420.04,198133.0,49587.0,37.0
241,2024-08-28,Wipro,461.36,471.91,383.39,417.45,979331.0,94424.0,7.0
242,2024-08-29,SBI,1923.81,2001.64,1908.59,1980.2,285079.0,214146.0,18.0
243,2024-08-30,Infosys,2158.69,2302.48,2141.06,2180.25,36889.0,113117.0,44.0
244,2024-08-31,Adani,1125.87,1137.8,1035.31,1102.59,446768.0,209150.0,54.0
245,2024-09-01,HDFC,2445.57,2553.17,2296.14,2345.79,602559.0,236231.0,28.0
246,2024-09-02,Infosys,964.63,1051.76,957.89,1043.15,328639.0,6953.0,22.0
247,2024-09-03,Reliance,2087.73,2212.43,2015.43,2182.17,961731.0,49150.0,15.0
248,2024-09-04,Infosys,2609.82,2631.99,2516.95,2520.66,352156.0,308667.0,34.0
249,2024-09-05,Reliance,1169.35,1305.76,1120.05,1128.52,43288.0,21846.0,41.0
250,2024-09-06,TCS,2738.17,2851.39,2736.39,2819.65,259089.0,325799.0,49.0
251,2024-09-07,Tata Motors,205.37,282.77,196.93,239.86,73004.0,23595.0,5.0
252,2024-09-08,Infosys,2850.96,2959.29,2713.81,2793.74,471662.0,91356.0,5.0
253,2024-09-09,ICICI,1922.17,2007.21,1800.08,1975.14,572132.0,83016.0,29.0
254,2024-09-10,Reliance,2949.9,2963.7,2827.91,2855.78,199831.0,444421.0,19.0
255,2024-09-11,ICICI,2067.13,2171.03,1945.54,2028.74,417649.0,28280.0,22.0
256,2024-09-12,ICICI,2198.72,2341.16,2101.22,2113.53,868652.0,235648.0,52.0
257,2024-09-13,ICICI,2847.39,2967.74,2791.21,2963.9,501715.0,332456.0,56.0
258,2024-09-14,Infosys,910.69,1034.27,865.58,1025.24,419624.0,323926.0,52.0
259,2024-09-15,Adani,2440.19,2462.48,2327.2,2440.34,832886.0,94070.0,13.0
260,2024-09-16,Adani,1462.74,1495.38,1378.9,1477.91,784592.0,145363.0,35.0
261,2024-09-17,Infosys,1246.21,1310.68,1187.65,1204.99,294591.0,331167.0,24.0
262,2024-09-18,Infosys,2208.07,2249.03,2166.28,2177.86,989596.0,328960.0,59.0
263,2024-09-19,Wipro,2646.27,2769.07,2589.73,2761.43,114383.0,382909.0,33.0
264,2024-09-20,Infosys,1128.0,1213.19,1011.12,1086.28,399621.0,307464.0,15.0
265,2024-09-21,SBI,2545.46,2686.48,2516.21,2609.42,901079.0,328155.0,57.0
266,2024-09-22,Adani,1724.92,1732.3,1609.59,1624.49,192833.0,192819.0,32.0
267,2024-09-23,Wipro,2864.2,2905.72,2765.01,2830.59,708881.0,256627.0,43.0
268,2024-09-24,ICICI,1850.99,1894.78,1809.53,1812.24,126599.0,364986.0,58.0
269,2024-09-25,ICICI,298.16,393.77,261.55,263.68,952866.0,42924.0,58.0
270,2024-09-26,Reliance,2628.52,2745.41,2528.91,2722.17,307368.0,120166.0,48.0
271,2024-09-27,Wipro,2080.92,2100.14,2064.12,2092.11,455664.0,265892.0,50.0
272,2024-09-28,Reliance,249.96,340.88,135.78,215.0,497081.0,493523.0,5.0
273,2024-09-29,Tata Motors,2535.24,2660.84,2430.77,2630.44,551399.0,293156.0,27.0
274,2024-09-30,Tata Motors,1295.94,1337.23,1157.13,1168.54,43315.0,410579.0,15.0
275,2024-10-01,SBI,876.68,986.01,803.29,814.7,804260.0,104644.0,26.0
276,2024-10-02,Infosys,2015.92,2134.2,1890.27,1912.43,937193.0,81535.0,58.0
277,2024-10-03,Wipro,1511.69,1537.02,1501.19,1531.58,63857.0,335075.0,59.0
278,2024-10-04,SBI,603.62,693.98,596.89,634.03,516926.0,254802.0,11.0
279,2024-10-05,Adani,1910.0,2051.39,1844.39,1906.65,174806.0,183863.0,21.0
280,2024-10-06,Reliance,270.9,416.12,223.57,372.44,,436193.0,55.0
281,2024-10-07,ICICI,2969.75,3004.35,2924.81,2945.39,711885.0,316011.0,35.0
282,2024-10-08,Infosys,760.34,853.33,700.17,793.41,858726.0,309616.0,23.0
283,2024-10-09,Adani,1901.66,1977.65,1773.87,1830.54,868856.0,64511.0,11.0
284,2024-10-10,ICICI,1952.72,2062.6,1882.04,2013.02,642894.0,359851.0,10.0
285,2024-10-11,Reliance,2189.54,2310.35,2174.32,2235.49,795841.0,57386.0,8.0
286,2024-10-12,Infosys,2347.52,2403.44,2227.41,2376.04,355343.0,492834.0,34.0
287,2024-10-13,Tata Motors,1429.5,1570.67,1389.19,1421.09,799789.0,148834.0,20.0
288,2024-10-14,HDFC,1443.67,1453.38,1342.37,1392.3,812713.0,250079.0,16.0
289,2024-10-15,Adani,598.91,651.33,555.57,618.29,663046.0,141316.0,25.0
290,2024-10-16,Wipro,2545.53,2552.57,2515.54,2521.64,423208.0,391562.0,42.0
291,2024-10-17,Infosys,1825.53,1831.06,1771.83,1827.61,277813.0,97017.0,48.0
292,2024-10-18,SBI,1466.43,1579.02,1348.93,1520.58,133274.0,,52.0
293,2024-10-19,SBI,1773.87,1774.77,1757.6,1757.95,894939.0,81936.0,32.0
294,2024-10-20,Reliance,503.87,551.19,491.53,528.68,361793.0,361659.0,30.0
295,2024-10-21,Reliance,2116.84,2225.8,2063.65,2125.9,855293.0,364463.0,49.0
296,2024-10-22,SBI,1014.42,1032.15,929.22,933.88,827661.0,145275.0,9.0
297,2024-10-23,Infosys,1442.03,1467.84,1305.7,1436.98,910678.0,340393.0,55.0
298,2024-10-24,ICICI,547.73,598.0,445.96,468.93,354768.0,195276.0,51.0
