Date,Country,Region,Cases,Recovered,Deaths,Active,NewCases,NewDeaths,Lockdown,Vaccine
2020-03-14,South Africa,Africa,231913.0,180772.0,8294.0,42847,4457.0,18.0,75.9,18.2
2022-02-24,Canada,North America,386058.0,211126.0,8118.0,166814,2835.0,97.0,37.0,52.3
2022-04-25,Brazil,South America,447845.0,404419.0,3077.0,40349,172.0,40.0,41.0,16.1
2022-10-08,Italy,Europe,378104.0,321675.0,3839.0,52590,1684.0,66.0,42.3,97.3
2022-11-12,USA,North America,197305.0,139305.0,6851.0,51149,1048.0,3.0,61.1,45.0
2020-08-24,Australia,Oceania,467021.0,407357.0,11976.0,47688,4692.0,58.0,27.8,80.7
2020-10-18,Canada,North America,360752.0,263534.0,,85296,1593.0,41.0,56.4,79.6
2022-08-25,South Africa,Africa,174538.0,89931.0,7120.0,77487,,99.0,45.6,63.1
2020-04-04,Canada,North America,491950.0,342667.0,12169.0,137114,2177.0,50.0,90.0,
2022-06-26,UK,Europe,357411.0,249597.0,3391.0,104423,696.0,70.0,84.0,27.1
2021-06-28,Brazil,South America,142396.0,88541.0,3377.0,50478,3545.0,21.0,68.3,69.2
2022-01-23,India,Asia,44715.0,36027.0,2112.0,6576,2692.0,2.0,65.5,1.9
2021-02-24,UK,Europe,182632.0,168825.0,1662.0,12145,1180.0,62.0,13.3,3.9
2021-10-24,India,Asia,226256.0,190537.0,2856.0,32863,4922.0,43.0,65.5,12.0
2020-06-19,India,Asia,219247.0,149920.0,7313.0,62014,163.0,12.0,90.3,21.4
2022-11-01,USA,North America,239539.0,121203.0,4765.0,113571,1188.0,59.0,79.6,16.7
2021-02-02,Germany,Europe,149618.0,140900.0,,7133,1756.0,34.0,47.9,84.5
2020-05-26,Brazil,South America,490355.0,424684.0,11995.0,53676,1618.0,5.0,43.6,79.4
2021-03-28,Brazil,South America,164219.0,126304.0,3163.0,34752,2508.0,41.0,67.8,16.6
2022-12-24,South Africa,Africa,450521.0,318955.0,10637.0,120929,2922.0,97.0,50.2,84.7
2021-06-22,South Africa,Africa,407105.0,210295.0,1096.0,195714,2031.0,93.0,63.3,25.4
2020-07-17,Australia,Oceania,86472.0,66590.0,3799.0,16083,4.0,71.0,68.0,96.7
2022-02-26,Germany,Europe,97382.0,54423.0,2771.0,40188,3263.0,19.0,29.3,18.0
2021-09-27,USA,North America,100907.0,90195.0,2731.0,7981,2493.0,78.0,79.7,0.6
2021-01-06,Japan,Asia,130863.0,92801.0,2779.0,35283,1941.0,98.0,39.4,58.7
2022-01-24,Japan,Asia,100925.0,74542.0,4431.0,21952,2783.0,79.0,70.1,58.8
2022-04-18,Japan,Asia,373215.0,264162.0,3390.0,105663,4164.0,53.0,48.8,32.7
2023-01-11,South Africa,Africa,87301.0,70997.0,3858.0,12446,3545.0,15.0,62.3,89.5
2022-03-30,South Africa,Africa,69451.0,42404.0,186.0,26861,1247.0,42.0,73.8,25.9
2020-03-08,Canada,North America,245853.0,182981.0,8758.0,54114,2509.0,30.0,94.7,8.4
2023-01-30,UK,Europe,263009.0,212086.0,5032.0,45891,70.0,81.0,94.4,87.5
2022-08-02,UK,Europe,450125.0,245329.0,8178.0,196618,3384.0,71.0,44.8,67.9
2020-12-10,Australia,Oceania,827.0,678.0,2.0,147,3000.0,71.0,15.8,75.4
2022-07-01,USA,North America,27068.0,19262.0,1060.0,6746,3060.0,7.0,37.3,9.3
2022-06-29,Italy,Europe,126445.0,68897.0,5302.0,52246,629.0,78.0,40.6,61.2
2022-09-17,USA,North America,208294.0,184637.0,1273.0,22384,925.0,99.0,29.7,54.1
2020-02-15,Canada,North America,413077.0,397699.0,1200.0,14178,804.0,80.0,17.9,68.0
2022-12-08,UK,Europe,425981.0,411175.0,2854.0,11952,3644.0,94.0,63.3,64.5
2022-07-06,Canada,North America,347968.0,333001.0,5008.0,9959,3799.0,99.0,72.0,32.2
2022-05-29,Japan,Asia,246866.0,186508.0,8182.0,52176,78.0,81.0,31.6,52.5
2021-06-13,Australia,Oceania,111784.0,71245.0,1887.0,38652,3109.0,89.0,72.5,79.4
2023-04-13,USA,North America,361220.0,207483.0,24.0,153713,1121.0,56.0,26.2,86.2
2022-05-25,USA,North America,495238.0,305702.0,21387.0,168149,1825.0,32.0,44.6,50.5
2022-04-17,India,Asia,145990.0,94604.0,4582.0,46804,2175.0,37.0,55.2,70.1
2020-08-29,UK,Europe,400102.0,264963.0,13286.0,121853,1583.0,6.0,42.7,19.9
2021-12-07,Japan,Asia,428426.0,314157.0,21358.0,92911,959.0,28.0,17.8,35.0
2021-08-30,India,Asia,55292.0,29838.0,2242.0,23212,2918.0,82.0,36.8,98.1
2021-05-30,Canada,North America,367262.0,240376.0,5418.0,121468,1068.0,72.0,87.9,20.3
2022-05-17,Germany,Europe,197910.0,133068.0,6956.0,57886,1307.0,44.0,97.5,25.7
2020-12-26,Canada,North America,216151.0,209586.0,2022.0,4543,3827.0,100.0,59.8,18.4
2020-09-10,UK,Europe,412973.0,338496.0,16510.0,57967,832.0,42.0,,99.6
2022-06-06,South Africa,Africa,50762.0,31356.0,572.0,18834,3079.0,14.0,16.1,19.3
2021-03-23,Japan,Asia,178086.0,153271.0,3600.0,21215,4005.0,11.0,34.5,17.4
2022-08-10,Germany,Europe,138172.0,118343.0,6654.0,13175,4934.0,20.0,16.0,25.4
2020-10-06,South Africa,Africa,75575.0,67786.0,2915.0,4874,3971.0,24.0,56.3,53.3
2022-04-06,Japan,Asia,283134.0,225425.0,1309.0,56400,1764.0,69.0,79.0,26.0
2023-03-01,Brazil,South America,57331.0,41554.0,747.0,15030,4488.0,68.0,66.8,
2021-05-02,USA,North America,3667.0,2551.0,56.0,1060,3142.0,76.0,65.1,65.7
2022-09-26,Australia,Oceania,314050.0,172219.0,3216.0,138615,4476.0,71.0,47.8,97.5
2022-05-14,India,Asia,370384.0,348103.0,17028.0,5253,662.0,100.0,51.7,92.9
2020-07-01,Canada,North America,475185.0,389923.0,22804.0,62458,2141.0,98.0,12.6,51.1
2020-09-08,UK,Europe,407977.0,315007.0,17948.0,75022,435.0,47.0,88.5,51.7
2023-03-29,Brazil,South America,489912.0,255065.0,8796.0,226051,881.0,57.0,65.4,25.4
2023-01-14,Japan,Asia,289929.0,235459.0,13171.0,41299,151.0,81.0,13.1,60.0
2020-02-14,Japan,Asia,167101.0,90882.0,4133.0,72086,2140.0,71.0,37.4,3.1
2022-09-16,South Africa,Africa,466642.0,366879.0,21776.0,77987,,7.0,39.4,19.1
2020-10-02,UK,Europe,269395.0,226611.0,7585.0,35199,862.0,14.0,70.4,61.5
2020-07-16,Italy,Europe,97929.0,78195.0,1937.0,17797,3745.0,36.0,82.9,80.6
2021-07-27,South Africa,Africa,308561.0,298653.0,3774.0,6134,4701.0,73.0,71.8,72.9
2022-06-14,USA,North America,28832.0,15730.0,1374.0,11728,4354.0,65.0,18.4,9.6
2021-08-31,UK,Europe,423002.0,338773.0,7020.0,77209,996.0,86.0,90.4,77.5
2021-08-31,UK,Europe,306842.0,181505.0,8996.0,116341,1487.0,38.0,52.7,93.9
2022-10-09,South Africa,Africa,,296471.0,6678.0,12464,944.0,66.0,92.8,30.2
2023-01-29,Italy,Europe,346744.0,300226.0,1341.0,45177,1836.0,28.0,23.8,84.4
2023-02-13,UK,Europe,253735.0,176612.0,10775.0,66348,3967.0,55.0,85.9,24.4
2021-06-15,Australia,Oceania,381882.0,350966.0,18647.0,12269,2028.0,4.0,61.7,20.2
2021-06-20,Canada,North America,174230.0,127531.0,1053.0,45646,1703.0,86.0,98.6,67.0
2021-01-19,Germany,Europe,240682.0,161905.0,6971.0,71806,4052.0,31.0,80.6,58.2
2021-12-14,Italy,Europe,203020.0,119218.0,648.0,83154,4178.0,91.0,13.2,34.3
2020-02-20,Canada,North America,319922.0,258311.0,7582.0,54029,3876.0,43.0,64.6,95.3
2021-10-30,Germany,Europe,455029.0,396386.0,17450.0,41193,3919.0,,25.7,28.3
2021-09-29,India,Asia,217129.0,194555.0,10130.0,12444,3325.0,26.0,79.9,96.8
2022-12-14,USA,North America,1127.0,640.0,38.0,449,584.0,71.0,76.4,41.9
2023-01-02,South Africa,Africa,446999.0,315183.0,175.0,131641,4734.0,100.0,77.0,10.8
2021-04-02,South Africa,Africa,366775.0,227745.0,6740.0,132290,863.0,7.0,66.1,69.0
2022-11-13,UK,Europe,1344.0,876.0,39.0,429,4431.0,47.0,67.6,44.6
2023-01-15,Canada,North America,224689.0,153535.0,2584.0,68570,3899.0,69.0,84.7,91.8
2021-12-14,UK,Europe,24997.0,19415.0,726.0,4856,705.0,63.0,80.3,52.0
2021-10-03,Australia,Oceania,54294.0,53140.0,1148.0,6,3508.0,7.0,25.8,47.5
2022-12-29,India,Asia,483424.0,438080.0,14827.0,30517,1395.0,16.0,33.3,73.2
2022-05-30,South Africa,Africa,457101.0,393558.0,12761.0,50782,823.0,22.0,72.4,69.2
2020-03-02,Germany,Europe,74167.0,40267.0,2968.0,30932,1471.0,0.0,24.1,52.3
2021-06-14,South Africa,Africa,155215.0,77770.0,7180.0,70265,883.0,20.0,63.5,12.9
2022-11-26,UK,Europe,288199.0,181256.0,4439.0,102504,389.0,74.0,53.5,20.2
2022-12-07,Canada,North America,319156.0,275134.0,4880.0,39142,4543.0,14.0,24.1,32.8
2022-04-30,Italy,Europe,403098.0,318984.0,6901.0,77213,2483.0,75.0,89.7,38.4
2021-03-06,USA,North America,156287.0,118531.0,4773.0,32983,3445.0,82.0,87.7,75.8
2021-11-17,Australia,Oceania,369818.0,250913.0,18125.0,100780,2935.0,78.0,58.1,79.6
2022-08-04,India,Asia,167469.0,113890.0,5489.0,48090,4845.0,43.0,14.4,81.9
2021-04-07,Australia,Oceania,482099.0,280987.0,13397.0,187715,3056.0,82.0,97.6,7.6
2020-03-25,India,Asia,353066.0,181784.0,16661.0,154621,2163.0,52.0,77.5,78.6
2021-02-26,Brazil,South America,369641.0,234409.0,9433.0,125799,212.0,13.0,59.0,5.0
2022-08-06,South Africa,Africa,256875.0,243207.0,31.0,13637,271.0,15.0,94.8,64.9
2022-04-09,Japan,Asia,340848.0,292647.0,4861.0,43340,2911.0,21.0,55.7,23.9
2022-05-16,South Africa,Africa,80886.0,64299.0,3359.0,13228,4533.0,,60.8,97.0
2022-09-23,Canada,North America,63836.0,43125.0,2375.0,18336,4246.0,100.0,39.9,40.1
2023-02-09,Germany,Europe,470545.0,375222.0,2890.0,92433,1618.0,97.0,30.0,91.7
2020-05-23,UK,Europe,91162.0,75338.0,4413.0,11411,1426.0,61.0,38.4,86.5
2023-03-08,India,Asia,366803.0,279782.0,9810.0,77211,2246.0,99.0,62.7,1.3
2023-01-02,Canada,North America,66001.0,36519.0,2843.0,26639,4423.0,16.0,45.5,80.1
2020-02-23,South Africa,Africa,280674.0,240987.0,219.0,39468,2371.0,54.0,83.5,19.2
2022-04-25,USA,North America,226545.0,122224.0,11036.0,93285,1088.0,86.0,50.9,48.9
2022-12-01,Brazil,South America,163127.0,99693.0,3953.0,59481,1249.0,95.0,15.3,39.2
2020-07-31,Germany,Europe,105313.0,98482.0,2727.0,4104,544.0,42.0,15.2,24.2
2021-08-01,Brazil,South America,47336.0,25997.0,1909.0,19430,4179.0,,36.2,22.9
2022-03-05,UK,Europe,11280.0,7423.0,92.0,3765,3524.0,72.0,53.2,40.9
2021-01-10,Italy,Europe,301861.0,171805.0,11725.0,118331,3321.0,57.0,14.7,73.6
2021-07-20,South Africa,Africa,283642.0,259216.0,7642.0,16784,2224.0,19.0,62.3,68.6
2022-05-11,South Africa,Africa,49576.0,32938.0,1594.0,15044,3355.0,32.0,27.4,47.1
2020-03-26,Canada,North America,475870.0,414639.0,15067.0,46164,3646.0,96.0,56.7,
2021-04-03,Japan,Asia,390023.0,277312.0,2775.0,109936,4934.0,35.0,69.4,65.7
2020-11-10,South Africa,Africa,180739.0,129502.0,2113.0,49124,284.0,65.0,85.5,35.8
2023-02-20,Brazil,South America,189452.0,177339.0,5879.0,6234,1329.0,14.0,76.9,98.2
2022-08-26,Japan,Asia,398755.0,200725.0,,180682,1249.0,43.0,72.1,24.2
2023-04-28,USA,North America,195883.0,151421.0,7560.0,36902,4218.0,24.0,13.8,71.6
2022-08-23,Canada,North America,241103.0,160301.0,10693.0,70109,3784.0,28.0,93.4,55.5
2021-11-19,Canada,North America,90453.0,48677.0,1666.0,40110,4691.0,,27.6,84.9
2020-03-30,Italy,Europe,121646.0,75141.0,5873.0,40632,4298.0,85.0,86.6,26.4
2020-09-07,South Africa,Africa,213206.0,135390.0,6665.0,71151,3871.0,,,48.5
2023-03-13,Germany,Europe,61336.0,56356.0,2268.0,2712,742.0,61.0,15.1,19.5
2020-03-09,Italy,Europe,104682.0,91138.0,1440.0,12104,4875.0,99.0,84.1,39.6
2021-12-20,Australia,Oceania,203537.0,173962.0,10061.0,19514,4459.0,,54.6,20.8
2023-03-14,India,Asia,280475.0,243524.0,12708.0,24243,3788.0,19.0,49.0,38.3
2021-09-28,Germany,Europe,331648.0,315840.0,4527.0,11281,4540.0,30.0,36.9,66.9
2022-06-07,Japan,Asia,351372.0,268095.0,13584.0,69693,2970.0,56.0,32.6,39.6
2020-12-31,Brazil,South America,389498.0,250759.0,7077.0,131662,2003.0,89.0,42.3,57.7
2020-05-01,Italy,Europe,93561.0,82496.0,1849.0,9216,1193.0,84.0,79.6,62.3
2021-01-19,South Africa,Africa,416342.0,388777.0,12903.0,14662,3010.0,69.0,80.6,94.0
2021-03-14,Brazil,South America,20638.0,19178.0,232.0,1228,3297.0,100.0,80.4,3.4
2020-12-10,Germany,Europe,398407.0,321846.0,7369.0,69192,2574.0,22.0,88.3,35.2
2023-04-03,India,Asia,336671.0,275772.0,8580.0,52319,3597.0,58.0,44.0,86.7
2020-05-05,Canada,North America,35209.0,19340.0,640.0,15229,3529.0,62.0,30.2,5.9
2020-04-19,Japan,Asia,343963.0,264311.0,12263.0,67389,3592.0,6.0,85.9,17.3
2023-04-21,Germany,Europe,39215.0,28287.0,264.0,10664,2361.0,22.0,24.6,53.0
2022-09-16,UK,Europe,115718.0,,119.0,22891,4126.0,55.0,14.2,0.5
2020-06-09,India,Asia,288824.0,277187.0,3691.0,7946,2586.0,95.0,64.4,7.7
2022-12-07,USA,North America,435213.0,254475.0,9211.0,171527,2750.0,77.0,40.5,27.5
2021-06-16,Germany,Europe,32725.0,31510.0,394.0,821,3559.0,14.0,24.5,40.7
2021-09-30,India,Asia,207491.0,183991.0,9130.0,14370,2968.0,63.0,83.1,78.0
2021-07-12,USA,North America,,235408.0,14969.0,177594,4108.0,32.0,59.5,94.7
2022-02-24,USA,North America,104803.0,73338.0,984.0,30481,961.0,3.0,57.5,46.8
2022-05-12,USA,North America,246265.0,201606.0,8944.0,35715,4328.0,85.0,53.7,82.9
2022-09-01,Australia,Oceania,238205.0,210529.0,10228.0,17448,3155.0,,31.7,64.0
2020-09-04,India,Asia,213827.0,163740.0,675.0,49412,187.0,86.0,93.8,96.0
2021-02-11,Brazil,South America,442092.0,287911.0,18461.0,135720,4126.0,32.0,39.0,26.1
2020-10-27,UK,Europe,241935.0,208133.0,799.0,33003,2488.0,11.0,62.3,63.7
2022-06-06,Brazil,South America,28149.0,25620.0,204.0,2325,924.0,45.0,16.0,15.6
2022-11-25,Japan,Asia,49154.0,30748.0,1836.0,16570,1549.0,54.0,98.9,91.8
2020-03-27,Italy,Europe,218998.0,192127.0,4981.0,21890,504.0,25.0,90.8,44.3
2020-09-17,Italy,Europe,158568.0,88341.0,77.0,70150,4749.0,48.0,10.5,90.7
2023-02-21,India,Asia,58746.0,55370.0,870.0,2506,4481.0,76.0,49.2,37.7
2021-12-14,UK,Europe,330473.0,260118.0,12503.0,57852,1665.0,0.0,74.6,22.3
2021-10-23,Brazil,South America,196457.0,137481.0,4213.0,54763,1676.0,90.0,93.5,
2020-07-29,Canada,North America,42659.0,39918.0,273.0,2468,2191.0,35.0,94.3,51.8
2022-09-18,South Africa,Africa,239761.0,194751.0,10098.0,34912,4813.0,48.0,54.8,2.0
2023-02-10,Canada,North America,490205.0,292268.0,6959.0,190978,4010.0,24.0,56.0,65.5
2022-10-11,Canada,North America,476820.0,462231.0,14589.0,0,3191.0,39.0,78.7,0.7
2021-12-23,Germany,Europe,133961.0,114007.0,1303.0,18651,3724.0,91.0,25.5,4.2
2022-03-13,Italy,Europe,270575.0,208667.0,10086.0,51822,4645.0,68.0,90.9,53.1
2021-09-05,India,Asia,344361.0,184582.0,10588.0,149191,4734.0,36.0,32.3,28.9
2020-11-08,Australia,Oceania,498982.0,330288.0,14656.0,154038,3054.0,28.0,55.6,34.6
2021-06-24,Brazil,South America,386888.0,216372.0,14102.0,156414,3784.0,87.0,34.2,86.9
2023-04-18,USA,North America,10077.0,5355.0,452.0,4270,998.0,1.0,36.3,99.2
2022-01-28,Brazil,South America,247738.0,159277.0,2289.0,86172,2134.0,100.0,65.9,79.5
2022-09-15,Japan,Asia,283289.0,153669.0,9403.0,120217,2655.0,59.0,97.7,10.1
2021-10-16,South Africa,Africa,368463.0,211357.0,10677.0,146429,4550.0,77.0,66.7,59.6
2020-02-06,Italy,Europe,240118.0,195204.0,6772.0,38142,2009.0,81.0,56.7,46.4
2021-10-21,India,Asia,349925.0,176385.0,12945.0,160595,4998.0,,59.6,67.7
2020-08-08,Brazil,South America,47632.0,27030.0,1499.0,19103,,77.0,69.0,70.2
2021-04-11,Australia,Oceania,404612.0,240227.0,11579.0,152806,193.0,59.0,11.4,28.4
2020-07-15,India,Asia,487288.0,406768.0,21640.0,58880,4201.0,88.0,29.1,26.3
2022-03-29,USA,North America,86229.0,68851.0,208.0,17170,3067.0,41.0,84.3,80.6
2023-01-23,Germany,Europe,81187.0,43448.0,1452.0,36287,3795.0,73.0,83.0,94.4
2022-10-04,Germany,Europe,57238.0,34346.0,1543.0,21349,2144.0,41.0,80.6,66.8
2020-08-07,Italy,Europe,350188.0,190220.0,2484.0,157484,904.0,99.0,89.4,0.7
2021-06-24,Germany,Europe,3102.0,2003.0,94.0,1005,3111.0,86.0,82.4,55.0
2022-12-02,Canada,North America,170734.0,97257.0,5768.0,67709,4465.0,69.0,82.9,30.8
2022-08-10,Australia,Oceania,466569.0,278890.0,4766.0,182913,1122.0,94.0,24.1,33.1
2021-03-31,South Africa,Africa,419115.0,238151.0,14272.0,166692,4842.0,100.0,40.0,20.9
2022-02-02,South Africa,Africa,98256.0,73822.0,2818.0,21616,1376.0,16.0,69.0,95.7
2021-10-01,Japan,Asia,341618.0,294726.0,2964.0,43928,2832.0,51.0,98.2,63.5
2020-07-20,Australia,Oceania,361567.0,268624.0,6558.0,86385,4214.0,65.0,12.2,38.1
2020-05-02,UK,Europe,416303.0,345830.0,5457.0,65016,4208.0,9.0,64.0,72.1
2020-06-23,South Africa,Africa,456461.0,367215.0,5580.0,83666,3379.0,92.0,60.7,81.9
2020-09-08,USA,North America,232813.0,219547.0,7585.0,5681,3823.0,61.0,38.5,2.9
2020-08-05,Brazil,South America,330394.0,226136.0,14112.0,90146,1581.0,36.0,71.2,21.2
2020-10-23,Japan,Asia,110856.0,59661.0,5362.0,45833,74.0,91.0,33.0,10.5
2022-04-22,Italy,Europe,184061.0,169799.0,1910.0,12352,4508.0,23.0,41.1,32.7
2022-10-30,Brazil,South America,293148.0,196640.0,12209.0,84299,3088.0,16.0,27.1,
2021-06-13,Japan,Asia,237887.0,125560.0,1773.0,110554,2095.0,1.0,17.1,39.2
2021-03-27,Italy,Europe,439860.0,,7584.0,91029,1939.0,49.0,38.9,96.9
2022-12-01,Germany,Europe,454339.0,351299.0,8299.0,94741,1874.0,2.0,76.7,37.5
2022-10-12,Canada,North America,210276.0,172929.0,7971.0,29376,2512.0,74.0,30.7,30.7
2022-11-23,Australia,Oceania,296696.0,227104.0,,59758,3626.0,8.0,12.4,57.0
2020-04-20,Japan,Asia,425289.0,372180.0,14846.0,38263,399.0,8.0,78.1,87.2
2022-03-01,Germany,Europe,141066.0,98916.0,6342.0,35808,4243.0,16.0,93.0,44.1
2021-03-21,Germany,Europe,154949.0,84180.0,1631.0,69138,3758.0,91.0,48.9,
2020-10-19,USA,North America,287257.0,207838.0,13293.0,66126,2036.0,51.0,38.7,39.3
2021-01-13,Brazil,South America,493728.0,376843.0,11259.0,105626,211.0,22.0,38.4,62.5
2021-11-03,Brazil,South America,482003.0,374783.0,23642.0,83578,4481.0,20.0,46.2,38.0
2021-06-23,South Africa,Africa,488340.0,382212.0,5307.0,100821,1456.0,60.0,39.2,40.6
2023-03-21,Australia,Oceania,286630.0,269556.0,4524.0,12550,3746.0,23.0,20.9,46.2
2021-06-16,Germany,Europe,326352.0,270611.0,6424.0,49317,2037.0,38.0,65.7,64.5
2020-06-24,South Africa,Africa,287853.0,185082.0,13605.0,89166,1232.0,17.0,85.7,58.5
2022-04-02,Brazil,South America,275343.0,226366.0,13658.0,35319,3214.0,84.0,71.6,95.3
2020-07-02,Germany,Europe,289636.0,242014.0,2649.0,44973,493.0,54.0,22.2,15.8
2021-06-27,South Africa,Africa,103035.0,91812.0,986.0,10237,3488.0,51.0,15.2,41.3
2022-05-31,Australia,Oceania,332493.0,270567.0,2337.0,59589,1454.0,49.0,17.1,33.8
2021-12-15,Italy,Europe,171532.0,148442.0,6827.0,16263,3849.0,50.0,22.0,8.3
2021-11-08,Canada,North America,113329.0,70621.0,3391.0,39317,1347.0,99.0,72.7,53.6
2021-09-11,South Africa,Africa,439929.0,338055.0,17142.0,84732,2864.0,60.0,77.1,69.0
2021-03-14,Germany,Europe,495036.0,316135.0,21691.0,157210,1168.0,96.0,32.2,91.0
2022-09-29,Australia,Oceania,329145.0,303003.0,3585.0,22557,3916.0,7.0,33.5,4.6
2021-04-10,Italy,Europe,431953.0,226284.0,58.0,205611,3054.0,14.0,67.9,70.6
2020-05-13,Japan,Asia,318895.0,163154.0,480.0,155261,2574.0,4.0,41.2,39.1
2021-06-20,Germany,Europe,232622.0,194278.0,11312.0,27032,,24.0,79.7,54.9
2020-11-22,Canada,North America,491232.0,411076.0,2011.0,78145,640.0,54.0,96.9,97.3
2022-06-26,Brazil,South America,66602.0,60421.0,1797.0,4384,1790.0,50.0,11.4,34.9
2021-11-24,Brazil,South America,55187.0,34057.0,885.0,20245,3269.0,60.0,58.1,97.5
2021-10-16,India,Asia,213814.0,116542.0,1460.0,95812,4547.0,68.0,20.1,
2023-01-07,Brazil,South America,473721.0,248798.0,11784.0,213139,2795.0,23.0,69.3,64.3
2020-01-29,Canada,North America,409398.0,399714.0,6450.0,3234,211.0,90.0,76.0,45.9
2020-12-09,Canada,North America,51559.0,38831.0,2032.0,10696,3112.0,9.0,83.4,14.7
2022-03-08,South Africa,Africa,158064.0,97014.0,5858.0,55192,2045.0,56.0,32.9,40.2
2023-03-08,UK,Europe,251072.0,220397.0,10442.0,20233,1773.0,7.0,99.5,94.9
2022-01-04,Canada,North America,436974.0,311330.0,13825.0,111819,534.0,6.0,13.6,73.4
2021-10-21,India,Asia,26402.0,13412.0,266.0,12724,769.0,1.0,60.1,93.2
2023-02-03,South Africa,Africa,485439.0,370581.0,3128.0,111730,1024.0,38.0,51.7,90.7
2021-06-02,Brazil,South America,495083.0,482823.0,5437.0,6823,425.0,67.0,64.1,69.3
2021-05-04,Italy,Europe,249387.0,200179.0,7466.0,41742,4881.0,14.0,84.3,33.3
2022-12-26,USA,North America,45611.0,43418.0,885.0,1308,4652.0,74.0,99.4,37.4
